Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review
2018 SANTA CRUZ NOMAD C 27.5,2018,Santa Cruz,Nomad,2018,,4000,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2023 Norco range C3,2023,Norco,Range,2023,,3999,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2023 Santa cruz megatower carbon,2023,Santa Cruz,Megatower,2023,,5250,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2023 Nukeproof Mega 290 New XO1 Custom Build,2023,Nukeproof,Mega,2023,,5399,CAD,New - Unridden/With Tags,XL,"29""",170 mm,currency
2023 Deviate Highlander 150 Brand New Custom XTR Build,2023,Deviate,Highlander,2023,,5399,CAD,New - Unridden/With Tags,XL,"29""",160 mm,currency
2023 Specialized Status 140 (S4) in exceptional condition,2023,Specialized,Status,2023,,2000,USD,Excellent - Lightly Ridden,L,"29""",140 mm,currency
2019 Kona Process 153 29 Carbon - PRICE DROP (5/14/24),2019,Kona,Process 153,2019,,2599,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Transition Spire - Carbon GX Build,2023,Transition,Spire,2023,,3200,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2018 Liv Hail Advanced 0,2018,Liv,Hail,2018,,2200,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2023 Devinci Chainsaw GX Enduro,2023,Devinci,Enduro,2023,,4000,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Jamis hardline c3 medium,2021,Jamis,Line,2021,,3800,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
"2020 EVIL WRECKONING, 10 MILES LIKE NEW, I9'S",2020,Evil,Wreckoning,2020,,3599,USD,Excellent - Lightly Ridden,M,"29""",180 mm,currency
2020 EVIL OFFERING XTR BUILD LESS THAN 75 MILES,2020,Evil,Offering,2020,,2599,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2017 Transition Scout *PRICE DROP NEED GONE*,2017,Transition,Scout,2017,,2400,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",140 mm,currency
2018 Transition Sentinel Large,2018,Transition,Sentinel,2018,,2300,CAD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 YT Capra Shred Edition,2021,YT,Capra,2021,,3500,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2022 Transition Sentinel V2 Carbon / Lyrik Ultimate,2022,Transition,Sentinel,2022,,3950,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2023 Giant Reign SX - price reduced,2023,Giant,Reign,2023,,2200,USD,"Good - Used, Mechanically Sound",M,"29""",190 mm,currency
2024 Trek Slash 9.9 X0 AXS T-Type Gen 6,2024,Trek,Slash,2024,,6500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2019 Scott Spark 720 Plus,2019,Scott,Spark,2019,,1800,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
2021 Giant Reign sx 29,2021,Giant,Reign,2021,,2200,USD,New - Unridden/With Tags,XL,"29""",170 mm,currency
2022 Devinci eTroy A29 GX 12s,2022,Devinci,Troy,2022,,5250,USD,New - Unridden/With Tags,XL,"29""",160 mm,currency
2023 Custom Revel Rail 29 - New Build,2023,Revel,Rail,2023,,4199,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2020 Specialized Enduro Elite Large Mullet,2020,Specialized,Elite,2020,,3000,USD,"Good - Used, Mechanically Sound",L,"29""",180 mm,currency
2022 Niner WFO 3-Star Build,2022,Niner,NoModelFound,2022,,3300,USD,New - Unridden/With Tags,M,"29""",180 mm,model
2019 Knolly Fugitive LT Large,2019,Knolly,Fugitive,2019,,1800,USD,"Good - Used, Mechanically Sound",L,"29""",150 mm,currency
2021 Knolly Warden 168,2021,Knolly,Warden,2021,,4000,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2022 Norco Sight C1 - Factory (**NEW 2024 X2 SHOCK**),2022,Norco,Sight,2022,,5000,CAD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2020 Trek Slash 9.9 Carbon XO Custom,2020,Trek,Slash,2020,,3250,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2018 Custom Santa Cruz Hightower,2018,Santa Cruz,Hightower,2018,,4500,USD,"Good - Used, Mechanically Sound",XL,"29""",150 mm,currency
2021 Evil Offering V2 - medium,2021,Evil,Offering,2021,,3100,USD,Excellent - Lightly Ridden,M,"29""",150 mm,currency
"2018 Giant Reign, Large - New Upgrades!",2018,Giant,Reign,2018,,1750,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2018 EVIL INSURGENT CARBON,2018,Evil,Insurgent,2018,,2200,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2023 Custom Scor 4060 LT Large,2023,Scor,4060 LT,2023,,8500,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Rocky Mountain Altitude Large MX,2021,Rocky Mountain,Altitude,2021,,3000,USD,"Good - Used, Mechanically Sound",L,"29""",180 mm,currency
2024 Pivot Firebird / XX Transmission / Mullet / Medium,2024,Pivot,NoModelFound,2024,,7000,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2017 TREK Remedy 8 Full Suspension Mountain Bike,2017,Trek,Remedy,2017,,2375,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,currency
2020 XL Canfield Balance LE,2020,Canfield,Balance,2020,,2500,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",170 mm,currency
2023 Knolly Chilcotin 151 - 2024 Shock + Ltd Edition Colour,2023,Knolly,Chilcotin,2023,,4900,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Devinci Spartan Carbon GX 12spd,2023,Devinci,Spartan,2023,,3599,USD,New - Unridden/With Tags,M,"29""",170 mm,currency
"2022 Specialized Enduro S-Works, S4 Custom",2022,Specialized,Enduro,2022,,3900,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2023 GT Force Pro Medium,2023,GT,Force,2023,,2199,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2021 L Ibis Ripmo AF Custom Build - See parts list,2021,Ibis,Ripmo,2021,,2100,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Yeti SB 165,2021,Yeti,NoModelFound,2021,,6000,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,model
2019 Polygon Squareone EX9,2019,Polygon,NoModelFound,2019,,2400,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,model
2023 Orange Switch 7 pro,2023,Orange,Range,2023,,4350,USD,New - Unridden/With Tags,L,"29""",170 mm,currency
2020 Scott Genius 930,2020,Scott,Genius,2020,,3000,CAD,Excellent - Lightly Ridden,L,"29""",150 mm,currency
2023 Transition Spire carbon XT Large,2023,Transition,Spire,2023,,3000,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2015 Cannondale Jekyll Team Carbon Medium (w/extras!),2015,Cannondale,Jekyll,2015,,2000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2024 Yeti SB160 Medium Radium C2 GX Build,2024,Yeti,NoModelFound,2024,,4600,USD,New - Unridden/With Tags,M,700C,170 mm,model
2023 Norco Sight A1,2023,Norco,Sight,2023,,3700,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2021 Chromag Rootdown,2021,Chromag,Rootdown,2021,,2400,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2020 Specialized Enduro S2,2020,Specialized,Enduro,2020,,2300,USD,"Good - Used, Mechanically Sound",S,"29""",170 mm,currency
2020 Transition Patrol Large,2020,Transition,Patrol,2020,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2020 Commencal Meta AM Race - XL,2020,Commencal,NoModelFound,2020,,2000,CAD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,model
2022 Norco Range C3 With Upgrades,2022,Norco,Range,2022,,5600,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2023 Transition Spire,2023,Transition,Spire,2023,,3500,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2022 YETI SB165 T3  AXS,2022,Yeti,SB165,2022,,13500,USD,Excellent - Lightly Ridden,S,"27.5"" / 650B",180 mm,currency
2023 Giant Reign SX Medium Enduro w/ Fox 40,2023,Giant,Enduro,2023,,2900,USD,Excellent - Lightly Ridden,M,"29""",190 mm,currency
2021 Banshee Titan enduro complete bicycle X-LARGE/RED,2021,Banshee,Titan,2021,,3299,USD,New - Unridden/With Tags,XL,"29""",170 mm,currency
2022 Guerrilla Gravity Gnarvana,2022,Guerrilla Gravity,NoModelFound,2022,,2100,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2022 Transition Spire Large,2022,Transition,Spire,2022,,3500,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 Mondraker Foxy Carbon XR - Brand New w/extras,2021,Mondraker,Foxy Carbon,2021,,6300,CAD,New - Unridden/With Tags,M,"29""",170 mm,currency
2023 We Are One Arrival,2023,We Are One,Arrival,2023,,6200,CAD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2023 Custom Giant Reign SX 180/165mm travel freshly rebuilt,2023,Giant,Reign,2023,,3490,CAD,Excellent - Lightly Ridden,M,"29""",180 mm,currency
2019 Custom Santa Cruz Bronson CC (L) Updated,2019,Santa Cruz,Bronson,2019,,4250,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2019 Kona Process 153 CR/DL,2019,Kona,Process 153,2019,,2800,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2022 YETI SB150 CARBON TURQ LR T4 XX Large,2022,Yeti,SB150,2022,,8500,USD,New - Unridden/With Tags,L,"29""",170 mm,currency
"2018 Knolly Warden Carbon (Avalanche, XX1, Carbon Derby)",2018,Knolly,Avalanche,2018,,2995,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
"2018 Trek Remedy 8 19.5/L 27.5""",2018,Trek,Remedy,2018,,2150,CAD,"Good - Used, Mechanically Sound","19.5""","27.5"" / 650B",150 mm,currency
2021 Giant Reign SX 29,2021,Giant,Reign,2021,,3200,CAD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2020 Scott Ransom 910,2020,Scott,Ransom,2020,,2300,CAD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2019 Ibis Ripmo Carbon size Large (Custom built),2019,Ibis,Ripmo,2019,,3300,CAD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2020 Trek slash 9.8 gx large,2020,Trek,Slash,2020,,1900,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2014 Niner WFO XL,2014,Niner,NoModelFound,2014,,850,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,model
2022 Yeti SB150 T1 - Medium,2022,Yeti,SB150,2022,,4500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2020 Kona Process 153 Custom Build,2020,Kona,Process 153,2020,,3000,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2018 Revel Rail,2018,Revel,Rail,2018,,3200,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
Evil Wreckoning CUSTOM *NEW + e-SHIFTING (M setup),,Evil,Wreckoning,,,5000,USD,New - Unridden/With Tags,,"29""",160 mm,price
2023 Chromag Lowdown M Mullet OBO NEED GONE,2023,Chromag,Lowdown,2023,,5300,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2017 INTENSE T275C PRO BUILD Tracer,2017,Intense,Tracer,2017,,2980,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2019 Scott Ransom Tuned size Large  **(REDUCED)**,2019,Scott,Ransom,2019,,3000,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 Ibis Mojo HD5,2021,Ibis,Mojo,2021,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 Ibis Ripmo v2 Large,2021,Ibis,Ripmo,2021,,4000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
"2018 Intense Carbine Pro-Carbon wheels, suspension upgrades",2018,Intense,Carbine,2018,,2500,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2022 Evil Offering V2,2022,Evil,Offering,2022,,4000,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2021 Forbidden Druid XT,2021,Forbidden,Druid,2021,,3500,CAD,"Good - Used, Mechanically Sound",XL,"29""",150 mm,currency
2024 STARLING TWIST / CUSTOM BUILD / BRAND NEW,2024,NoManufacturer,NoModelFound,2024,,7800,USD,New - Unridden/With Tags,L,"29""",150 mm,manufacturer
2023 Nukeproof Mega Ltd carbon mullet,2023,Nukeproof,Mega,2023,,4200,CAD,"Good - Used, Mechanically Sound",M,,170 mm,currency
2021 Commencal Meta AM Team,2021,Commencal,NoModelFound,2021,,4300,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,model
2022 Santa Cruz nomad v5 LG,2022,Santa Cruz,Nomad,2022,,4300,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2023 Cannondale Jekyll,2023,Cannondale,Jekyll,2023,,6499,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 scott ransom 920 size medium,2021,Scott,Ransom,2021,,2500,CAD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
"2021 Mondraker Roxy Carbon R, Size Large",2021,Mondraker,NoModelFound,2021,,3250,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,model
2020 Trek Slash 9.8 build,2020,Trek,Slash,2020,,3800,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Kona Process X,2023,Kona,Process X,2023,,4000,USD,New - Unridden/With Tags,L,"29""",170 mm,currency
2024 YT Decoy MX Core 3,2024,YT,Deco,2024,,3500,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2022 Giant Reign Advanced Pro 29er XL,2022,Giant,Reign,2022,,4500,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2020 YT Capra 27.5 180mm (PRICE REDUCED),2020,YT,Capra,2020,,2650,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2022 Yeti SB150 T2 Turq X01 Carbon AXS Cascade-COIL-5DEV,2022,Yeti,SB150,2022,,5950,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
Ibis Ripmo V2 40th Anniversary EWS Race Bike,,Ibis,Ripmo,,,5799,USD,Excellent - Lightly Ridden,M,"29""",160 mm,price
2023 Deviate Claymore,2023,Deviate,Claymore,2023,,5500,USD,New - Unridden/With Tags,M,"29""",180 mm,currency
"2020 Pole Evolink v1.3 140/160 M ""The All-Round Beast""",2020,Pole,NoModelFound,2020,,2195,USD,Excellent - Lightly Ridden,M,"29""",160 mm,model
2023 Ibis Ripmo V2S fox 38 factory,2023,Ibis,Factor,2023,,5500,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 Norco RANGE VLT C3,2021,Norco,Range,2021,,4300,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2020 Giant Reign Advanced Carbon,2020,Giant,Reign,2020,,3100,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2018 Specialized Enduro (Carbon),2018,Specialized,Enduro,2018,,2400,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2022 Forbidden Druid (NEED GONE!),2022,Forbidden,Druid,2022,,5500,USD,Excellent - Lightly Ridden,XL,"29""",150 mm,currency
2021 Pivot Firebird Pro XO1,2021,Pivot,NoModelFound,2021,,4500,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,model
2022 Ibis Ripmo V2 Carbon - Bug Zapper Blue (Medium),2022,Ibis,Ripmo,2022,,3900,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2021 Evil wreckoning V3 full XTR NEED TO SELL,2021,Evil,Wreckoning,2021,,3750,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2023 Orbea Rallon M10 size S with mullet option,2023,Orbea,Rallon,2023,,5200,CAD,Excellent - Lightly Ridden,S,"29""",170 mm,currency
"2013 Yeti ASR5C FULL CARBON i9 Hubs, Tubeless, etc.",2013,Yeti,NoModelFound,2013,,825,USD,"Good - Used, Mechanically Sound",M,"26""",160 mm,model
2023 Santa Cruz Bronson M GX AXS Dark Matter,2023,Santa Cruz,Bronson,2023,,6999,USD,New - Unridden/With Tags,M,,160 mm,currency
2022 Devinci Spartan Carbon GX 12S *$1700 OFF*,2022,Devinci,Spartan,2022,,5799,CAD,New - Unridden/With Tags,L,"29""",170 mm,currency
2015 Cannondale Jekyll Carbon Team,2015,Cannondale,Jekyll,2015,,1500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
Santa Cruz Bronson CC,,Santa Cruz,Bronson,,,2600,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,price
2016 Specialized Enduro S-Works 27.5 Large,2016,Specialized,Enduro,2016,,2100,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2016 Yeti SB6C X01  27.5,2016,Yeti,NoModelFound,2016,,2000,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,model
"2022 Scor 4060 LT size M custom, XO transmission build",2022,Scor,4060 LT,2022,,4999,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2023 Rocky Mountain Altitude C70 Coil XL,2023,Rocky Mountain,Altitude,2023,,3000,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2016 Commencal Meta AM - Large (PRICE DROP),2016,Commencal,NoModelFound,2016,,1650,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
2015 Carbon Rocky Mountain Altitude (CUSTOM) 790 msl. Large,2015,Rocky Mountain,Altitude,2015,,1300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2022 Rocky Mountain Instinct/ Altitude NEED GONE,2022,Rocky Mountain,Altitude,2022,,3400,USD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
"2021 Rocky Mountain Altitude, M Frame",2021,Rocky Mountain,Altitude,2021,,2600,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2021 Ibis Mojo HD5,2021,Ibis,Mojo,2021,,3000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2023 S-Works specialized enduro,2023,Specialized,Enduro,2023,,5000,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2017 Giant Reign 2,2017,Giant,Reign,2017,,1300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2022 Trek Slash 9.8 - Med.,2022,Trek,Slash,2022,,3499,USD,Excellent - Lightly Ridden,"17.5""","29""",170 mm,currency
2022 Santa Cruz Hightower V2 Custom Build,2022,Santa Cruz,Hightower,2022,,7000,USD,Excellent - Lightly Ridden,M,"29""",150 mm,currency
2021 Pivot Switchblade - Fully Custom,2021,Pivot,Switchblade,2021,,5850,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2022 Nicolai Geometron G1 | 29/27.5 | 470mm Reach,2022,Nicolai,Geometron G1,2022,,3500,USD,Excellent - Lightly Ridden,S,"29""",180 mm,currency
2018 Hightower LT,2018,NoManufacturer,Hightower,2018,,4000,CAD,Excellent - Lightly Ridden,XXL,"29""",160 mm,manufacturer
2020 Specialized Enduro S-Works S3,2020,Specialized,Enduro,2020,,4000,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2015 Santa Cruz Bronson L,2015,Santa Cruz,Bronson,2015,,1900,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,currency
2020 Canfield Balance Avy Limited Custom and Extras,2020,Canfield,Balance,2020,,2500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 Transition Sentinel XO/GX,2021,Transition,Sentinel,2021,,3000,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
"2019 Black Santa Cruz Nomad 4 CC, Custom Build",2019,Santa Cruz,Nomad,2019,,3100,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 **Price Drop**Fully Upgraded Commencal Meta AM,2021,Commencal,NoModelFound,2021,,2800,USD,Excellent - Lightly Ridden,L,"29""",170 mm,model
2021 Specialized Status 140,2021,Specialized,Status,2021,,1500,USD,"Good - Used, Mechanically Sound",M,"29""",140 mm,currency
2021 Revel Rail 27.5,2021,Revel,Rail,2021,,2700,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2022 Transition Sentinel Carbon GX **NEW** Large,2022,Transition,Sentinel,2022,,4499,USD,New - Unridden/With Tags,L,"29""",160 mm,currency
"2019 Fezzari La Sal Peak (Carbon, Medium, 170/150mm)",2019,Fezzari,La Sal Peak,2019,,2600,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2021 Santa Cruz Hightower XT with Cascade Link,2021,Santa Cruz,Cascade,2021,,4450,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2020 Santa Cruz Hightower w/Cascade Link Zeb Ultimate,2020,Santa Cruz,Cascade,2020,,3100,USD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2021 Rocky Mountain Altitude C70,2021,Rocky Mountain,Altitude,2021,,2600,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
"2020 Mach 5.5 XS 160mm, 140mm dw link",2020,NoManufacturer,Mach 5.5,2020,,3200,USD,"Good - Used, Mechanically Sound",XS,"27.5"" / 650B",160 mm,manufacturer
2019 Commencal Meta (price drop),2019,Commencal,NoModelFound,2019,,2300,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,model
"2023 Pivot Firebird, XL",2023,Pivot,NoModelFound,2023,,3200,USD,Excellent - Lightly Ridden,XL,"29""",180 mm,model
"2021 Yeti SB165 - Medium, Mullet",2021,Yeti,SB165,2021,,5000,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2021 Pivot Firebird Medium,2021,Pivot,NoModelFound,2021,,3300,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2021 Norco Sight C1 - Upgraded/Custom,2021,Norco,Sight,2021,,3600,CAD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Revel Rail 27.5 Large,2021,Revel,Rail,2021,,2400,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 Santa Cruz Nomad CC X01 DISCOUNTED!,2021,Santa Cruz,Nomad,2021,,4250,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2022 YT Capra core 4,2022,YT,Capra,2022,,3350,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 Pivot Switchblade Pro XT/XTR Size XL,2021,Pivot,Switchblade,2021,,5000,CAD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2022 Haibike ALLMTN 5 E-BIKE-RIDDEN 5 TIMES BY 60's WIFE,2022,Haibike,AllMtn,2022,,2900,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2022 *PRICE DROP* Niner WFO 9 RDO Medium 3-Star,2022,Niner,WFO 9 RDO,2022,,2900,USD,"Good - Used, Mechanically Sound",M,"29""",180 mm,currency
2022 Nukeproof Giga 290 Carbon 29er Comp Spec,2022,Nukeproof,Carbon 29er,2022,,2850,CAD,Excellent - Lightly Ridden,M,"29""",180 mm,currency
2023 Yeti SB160 T1,2023,Yeti,NoModelFound,2023,,6800,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,model
2021 Scott Genius +extras,2021,Scott,Genius,2021,,4000,USD,Excellent - Lightly Ridden,M,"29""",150 mm,currency
